COMPANY,FROM YEAR,YEAR,ATTACHMENT,XBRL,ORIGINAL SUBMISSION DATE,Company ID
Wheels India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/WHEELS_27062024190223_WILARFY2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1165159_27062024070252_WEB.xml,27-Jun-24,BRSR_1165159_27062024070252
Newgen Software Technologies Limited,2023,2024,https://nsearchives.nseindia.com/corporate/NEWGEN2_27062024180633_NEWGENBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1165005_27062024060704_WEB.xml,27-Jun-24,BRSR_1165005_27062024060704
KABRA EXTRUSION TECHNIK LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/KABRAEXTRU_27062024173726_BRSR202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164931_27062024053734_WEB.xml,27-Jun-24,BRSR_1164931_27062024053734
Arvind SmartSpaces Limited,2023,2024,https://nsearchives.nseindia.com/corporate/539301_27062024172706_ASLBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164909_27062024052716_WEB.xml,27-Jun-24,BRSR_1164909_27062024052716
Sundaram Finance Holdings Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SUNDARMHLD_27062024144151_SFHLBRSR20232024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164553_27062024024223_WEB.xml,27-Jun-24,BRSR_1164553_27062024024223
Bajaj Holdings & Investment Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BAJAJHLDNG_27062024141852_BHILIntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164527_27062024021918_WEB.xml,27-Jun-24,BRSR_1164527_27062024021918
MAHARASHTRA SCOOTERS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/MAHSCOOTER_27062024130754_MSL_BRSR_27062024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164446_27062024010818_WEB.xml,27-Jun-24,BRSR_1164446_27062024010818
Bajaj Finance Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BAJFINANCE_27062024113554_BSENSE_BRSR_Intimation_FY24_Final.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164298_27062024113627_WEB.xml,27-Jun-24,BRSR_1164298_27062024113627
Hindustan Unilever Limited,2023,2024,https://nsearchives.nseindia.com/corporate/HINDUNILVR_27062024112811_HULBRSR202324Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164290_27062024112902_WEB.xml,27-Jun-24,BRSR_1164290_27062024112902
Mahindra Logistics Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MAHLOG24_27062024103044_SEintimationBRSR2024Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164252_27062024104113_WEB.xml,27-Jun-24,BRSR_1164252_27062024104113
Muthoot Microfin Limited,2023,2024,https://nsearchives.nseindia.com/corporate/muthoot_26062024210255_CLANDBRSRSD.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164164_26062024090320_WEB.xml,26-Jun-24,BRSR_1164164_26062024090320
Oriental Hotels Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TAJORIENTAL_26062024203002_SEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164142_26062024083207_WEB.xml,26-Jun-24,BRSR_1164142_26062024083207
Solar Industries India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SOLARINDS_26062024190201_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1164035_26062024070244_WEB.xml,26-Jun-24,BRSR_1164035_26062024070244
Grindwell Norton Limited,2023,2024,https://nsearchives.nseindia.com/corporate/GRINDWELL_26062024175911_NSEBRSRnsesigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163909_26062024060933_WEB.xml,26-Jun-24,BRSR_1163909_26062024060933
Oracle Financial Services Software Limited,2023,2024,https://nsearchives.nseindia.com/corporate/OFSS_26062024175823_LettertoSEBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163860_26062024055849_WEB.xml,26-Jun-24,BRSR_1163860_26062024055849
Anant Raj Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ANANTRAJ_26062024170202_BRSR_2023_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163690_26062024050218_WEB.xml,26-Jun-24,BRSR_1163690_26062024050218
Mahindra EPC Irrigation Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MAHEPC_26062024164628_CoveringLetterandBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163681_26062024045811_WEB.xml,26-Jun-24,BRSR_1163681_26062024045811
NUCLEUS SOFTWARE EXPORTS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/Nucleus_26062024164801_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163647_26062024044842_WEB.xml,26-Jun-24,BRSR_1163647_26062024044842
Shankara Building Products Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SHANKARA_26062024161013_BRR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163542_26062024041028_WEB.xml,26-Jun-24,BRSR_1163542_26062024041028
THEMIS MEDICARE LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/THEMISMED_26062024151158_BRSR2024TML.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163410_26062024031244_WEB.xml,26-Jun-24,BRSR_1163410_26062024031244
Sheela Foam Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SFL_26062024000906_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163065_26062024120954_WEB.xml,26-Jun-24,BRSR_1163065_26062024120954
Tata Communications Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TATACOMM2_25062024232842_17746BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163059_25062024112926_WEB.xml,25-Jun-24,BRSR_1163059_25062024112926
Escorts Kubota Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ESCORTS_25062024224323_EKL_2024_06_25_BRSR_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163054_25062024104704_WEB.xml,25-Jun-24,BRSR_1163054_25062024104704
ONWARD TECHNOLOGIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/MD11015_25062024211817_BRSRReport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1163026_25062024091848_WEB.xml,25-Jun-24,BRSR_1163026_25062024091848
Nureca Limited,2023,2024,https://nsearchives.nseindia.com/corporate/NURECA_25062024195742_lettertoSEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1162977_25062024080025_WEB.xml,25-Jun-24,BRSR_1162977_25062024080025
Blue Dart Express Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BLUEDART_25062024195742_SELETTERBRSR2506.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1162973_25062024075757_WEB.xml,25-Jun-24,BRSR_1162973_25062024075757
Central Bank of India,2023,2024,https://nsearchives.nseindia.com/corporate/CENTRALBK_25062024173149_Final_BRSR_Report_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1162785_25062024053159_WEB.xml,25-Jun-24,BRSR_1162785_25062024053159
Balaji Amines Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BALAMINES_25062024163121_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1162695_25062024043138_WEB.xml,25-Jun-24,BRSR_1162695_25062024043138
Nilkamal Limited,2023,2024,https://nsearchives.nseindia.com/corporate/NILKAMAL_27062024232034_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1165336_27062024112117_WEB.xml,25-Jun-24,BRSR_1165336_27062024112117
Mahindra & Mahindra Financial Services Limited,2023,2024,https://nsearchives.nseindia.com/corporate/M_MFIN_24062024221214_CoveringLetterBRSRReportSigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1162361_24062024101552_WEB.xml,24-Jun-24,BRSR_1162361_24062024101552
RPG Life Sciences Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RPGLIFE_24062024211702_BRSR240624.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1162332_24062024091735_WEB.xml,24-Jun-24,BRSR_1162332_24062024091735
Wipro Limited,2023,2024,https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_24062024203244_SEIntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1162319_24062024083340_WEB.xml,24-Jun-24,BRSR_1162319_24062024083340
Swaraj Engines Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SWARAJENG_24062024162241_SELAGMNoticeandAnnualReportFY202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161972_24062024042357_WEB.xml,24-Jun-24,BRSR_1161972_24062024042357
Visaka Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/VISAKAIND_24062024154849_BRSR_2023_24_DSC.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161932_24062024035213_WEB.xml,24-Jun-24,BRSR_1161932_24062024035213
Shoppers Stop Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SHOPERSTOP_24062024124728_IntimationBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161833_24062024124856_WEB.xml,24-Jun-24,BRSR_1161833_24062024124856
Tata Steel Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SAKSHIKAPUR_24062024111447_BRSRNSEBSE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161775_24062024111522_WEB.xml,24-Jun-24,BRSR_1161775_24062024111522
Poonawalla Fincorp Limited,2023,2024,https://nsearchives.nseindia.com/corporate/POONAWALLA_23062024000340_PFLIntimationBRSR22062024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161704_23062024120708_WEB.xml,23-Jun-24,BRSR_1161704_23062024120708
Polycab India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/POLYCAB_22062024233322_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161700_22062024113430_WEB.xml,22-Jun-24,BRSR_1161700_22062024113430
Butterfly Gandhimathi Appliances Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BUTTERFLY_22062024144359_SEIntimationforAnnualReportdispatch_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161558_22062024024417_WEB.xml,22-Jun-24,BRSR_1161558_22062024024417
Tata Power Company Limited,2023,2024,https://nsearchives.nseindia.com/corporate/VPTPCL_21062024195603_brsrcovering.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161360_21062024075654_WEB.xml,21-Jun-24,BRSR_1161360_21062024075654
BAJAJ AUTO LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_21062024190847_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161316_21062024070902_WEB.xml,21-Jun-24,BRSR_1161316_21062024070902
ALEMBIC PHARMACEUTICALS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/APLLTD_21062024182214_Intimation_BRSR_2023_24_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1161246_21062024062257_WEB.xml,21-Jun-24,BRSR_1161246_21062024062257
KESORAM INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/KESORAMIND_21062024114843_BRSRMarch2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1160873_21062024114911_WEB.xml,21-Jun-24,BRSR_1160873_21062024114911
Geojit Financial Services Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MEGHAGEOJIT_20062024180825_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1160620_20062024060836_WEB.xml,20-Jun-24,BRSR_1160620_20062024060836
Deep Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/DEEPINDS_20062024160752_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1160428_20062024040808_WEB.xml,20-Jun-24,BRSR_1160428_20062024040808
BSE Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BSE_20062024151526_BRSR2324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1160347_20062024031604_WEB.xml,20-Jun-24,BRSR_1160347_20062024031604
360 ONE WAM LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/IIFLWAM_19062024220934_360ONEWAMLIMITEDAR202324v2.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1160160_19062024101846_WEB.xml,19-Jun-24,BRSR_1160160_19062024101846
Kalpataru Projects International Limited,2023,2024,https://nsearchives.nseindia.com/corporate/KALPATPOWR_19062024194300_SEIntimation19062024BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1160114_19062024074744_WEB.xml,19-Jun-24,BRSR_1160114_19062024074744
Nippon Life India Asset Management Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RNLAM_19062024174800_Intimationletter_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1159998_19062024054849_WEB.xml,19-Jun-24,BRSR_1159998_19062024054849
Vedanta Limited,2023,2024,https://nsearchives.nseindia.com/corporate/VEDL_19062024152424_VEDLSEIntimationBRSR2024signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1159875_19062024040317_WEB.xml,19-Jun-24,BRSR_1159875_19062024040317
Titan Company Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TITAN_18062024233749_SEBRSreport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1159651_18062024113902_WEB.xml,18-Jun-24,BRSR_1159651_18062024113902
Ajanta Pharma Limited,2023,2024,https://nsearchives.nseindia.com/corporate/AJANTPHARM_18062024183236_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1159539_18062024063333_WEB.xml,18-Jun-24,BRSR_1159539_18062024063333
Dalmia Bharat Sugar and Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/DALMIACEM_18062024163948_DBSILSEIntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1159408_18062024044020_WEB.xml,18-Jun-24,BRSR_1159408_18062024044020
Tata Elxsi Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TataElxsi_17062024191053_Business_Responsibility_Sustainability_Report_FY_202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1159124_17062024071142_WEB.xml,17-Jun-24,BRSR_1159124_17062024071142
Rossari Biotech Limited,2024,2025,https://nsearchives.nseindia.com/corporate/ROSSARI_06062025235548_20250606_Intimation_of_BRSR_Report.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1463987_06062025115654_WEB.xml,06-Jun-25,BRSR_1463987_06062025115654
FOSECO INDIA LIMITED,2024,2024,https://nsearchives.nseindia.com/corporate/FOSECOIND_06062025201056_Foseco_BRSR_Report_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1463913_06062025081136_WEB.xml,06-Jun-25,BRSR_1463913_06062025081136
Sagar Cements Limited,2024,2025,https://nsearchives.nseindia.com/corporate/SAGCEM_06062025171703_SclNsEBsESubmissionofBRSR_2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1463772_06062025051711_WEB.xml,06-Jun-25,BRSR_1463772_06062025051711
Sula Vineyards Limited,2024,2025,https://nsearchives.nseindia.com/corporate/SULA_02062025163532_SE_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1462165_02062025044340_WEB.xml,02-Jun-25,BRSR_1462165_02062025044340
AVANTEL LIMITED,2024,2025,https://nsearchives.nseindia.com/corporate/AVANTEL_01062025143312_BRSRReport202425.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1461944_01062025023406_WEB.xml,01-Jun-25,BRSR_1461944_01062025023406
Indegene Limited,2024,2025,https://nsearchives.nseindia.com/corporate/INDEGENE_30052025122033_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1458732_30052025122234_WEB.xml,30-May-25,BRSR_1458732_30052025122234
Bank of Baroda,2024,2025,https://nsearchives.nseindia.com/corporate/BANKBARODA_29052025215012_SEBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1458171_29052025095025_WEB.xml,29-May-25,BRSR_1458171_29052025095025
EMUDHRA LIMITED,2024,2025,https://nsearchives.nseindia.com/corporate/EMUDHRA2008_28052025175521_filed_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1454902_28052025055531_WEB.xml,28-May-25,BRSR_1454902_28052025055531
INOX India Limited,2024,2025,https://nsearchives.nseindia.com/corporate/KAMLESHS_27052025175943_Reg34BRSRsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1453047_27052025060029_WEB.xml,27-May-25,BRSR_1453047_27052025060029
UCO BANK,2024,2025,https://nsearchives.nseindia.com/corporate/UCOBANK_27052025143212_BRSR202425.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1452513_27052025023234_WEB.xml,27-May-25,BRSR_1452513_27052025023234
Larsen & Toubro Limited,2024,2025,https://nsearchives.nseindia.com/corporate/PAM_26052025132508_BRSRFinal.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1450809_26052025013610_WEB.xml,26-May-25,BRSR_1450809_26052025013610
Indian Bank,2024,2025,https://nsearchives.nseindia.com/corporate/INDIANB_25052025154810_SE_BRSR_FY2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1450585_25052025034839_WEB.xml,25-May-25,BRSR_1450585_25052025034839
Nureca Limited,2024,2025,https://nsearchives.nseindia.com/corporate/NURECA_24052025173151_StockExchangeIntimationBRSRSigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1450148_24052025053211_WEB.xml,24-May-25,BRSR_1450148_24052025053211
L&T Technology Services Limited,2024,2025,https://nsearchives.nseindia.com/corporate/LTTS_23052025220125_BRSR_Extract.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1449613_23052025100148_WEB.xml,23-May-25,BRSR_1449613_23052025100148
STATE BANK OF INDIA,2024,2025,https://nsearchives.nseindia.com/corporate/SBIN_22052025211318_SR_2024_25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1447932_22052025091653_WEB.xml,22-May-25,BRSR_1447932_22052025091653
SESHASAYEE PAPER AND BOARDS LIMITED,2024,2025,https://nsearchives.nseindia.com/corporate/SESHAPAPER_22052025190643_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1447566_22052025070656_WEB.xml,22-May-25,BRSR_1447566_22052025070656
INDIAMART INTERMESH LIMITED,2024,2025,https://nsearchives.nseindia.com/corporate/INDIAMART_22052025135734_IndiaMART_BRSR_20052025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1446728_22052025015818_WEB.xml,22-May-25,BRSR_1446728_22052025015818
R Systems International Limited,2024,2024,https://nsearchives.nseindia.com/corporate/RSYSTEMS_20052025232933_RSYSTEMS.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1445139_20052025112946_WEB.xml,20-May-25,BRSR_1445139_20052025112946
Himadri Speciality Chemical Limited,2024,2025,https://nsearchives.nseindia.com/corporate/HSCL_20052025173733_BRSRFY202425.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1444402_20052025053743_WEB.xml,20-May-25,BRSR_1444402_20052025053743
Schaeffler India Limited,2024,2024,https://nsearchives.nseindia.com/corporate/SCHAEFFLERUSER1_20052025154927_SchaefflerIndia_BRSRReport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1444134_20052025034939_WEB.xml,20-May-25,BRSR_1444134_20052025034939
Jindal Saw Limited,2024,2025,https://nsearchives.nseindia.com/corporate/JINDALSAW_20052025142417_CoveringJSAWBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1444020_20052025022449_WEB.xml,20-May-25,BRSR_1444020_20052025022449
Angel One Limited,2024,2025,https://nsearchives.nseindia.com/corporate/ANGEL8896_16052025212623_IntimationforfilingofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1441759_16052025092640_WEB.xml,16-May-25,BRSR_1441759_16052025092640
Havells India Limited,2024,2025,https://nsearchives.nseindia.com/corporate/HAVELLS1_16052025200031_CoverLetter_Notice_IntegratedAR_BRSR_Core_16052025_FullVersion.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1441641_16052025080044_WEB.xml,16-May-25,BRSR_1441641_16052025080044
Archean Chemical Industries Limited,2024,2025,https://nsearchives.nseindia.com/corporate/ARCHEAN_12052025001948_BRSRIntimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1435946_12052025122005_WEB.xml,12-May-25,BRSR_1435946_12052025122005
Lloyds Metals and Energy Limited,2024,2025,https://nsearchives.nseindia.com/corporate/LLOYDSME_09052025214418_20250509_Intimation_of_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1435428_09052025094437_WEB.xml,09-May-25,BRSR_1435428_09052025094437
L&T Finance Limited,2024,2025,https://nsearchives.nseindia.com/corporate/naguiyer_09052025204807_NSEBSEINTIMATION.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1435388_09052025085041_WEB.xml,09-May-25,BRSR_1435388_09052025085041
LTIMindtree Limited,2024,2025,https://nsearchives.nseindia.com/corporate/LTI_07052025122421_annualreportseintimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1432884_07052025122600_WEB.xml,07-May-25,BRSR_1432884_07052025122600
Tata Teleservices (Maharashtra) Limited,2024,2025,https://nsearchives.nseindia.com/corporate/TTML_06052025122154_TTML_532371_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1432111_06052025122221_WEB.xml,06-May-25,BRSR_1432111_06052025122221
